Product_ID,Date,Store_ID,Sales_Quantity,Price,Promotions,Seasonality_Factors,External_Factors,Demand_Trend,Customer_Segments
3151,27-08-2024,67,149,48.8,Yes,None,Economic Indicator,Decreasing,Budget
9109,12-10-2024,93,101,41.31,No,Festival,Weather,Increasing,Premium
7227,26-10-2024,48,250,43.43,No,Festival,None,Decreasing,Premium
9208,09-10-2024,80,110,21.46,No,None,Weather,Stable,Premium
4667,28-07-2024,43,340,89.71,No,Festival,Weather,Increasing,Regular
7391,16-02-2024,26,273,66.88,No,Festival,Competitor Pricing,Increasing,Budget
3247,27-11-2024,67,254,48.35,No,Festival,Economic Indicator,Increasing,Premium
2899,30-12-2024,16,130,13.95,Yes,Festival,Competitor Pricing,Decreasing,Premium
4236,27-09-2024,67,221,62.32,No,Holiday,None,Decreasing,Regular
5746,18-03-2024,59,48,96.23,No,None,Competitor Pricing,Increasing,Regular
3269,23-10-2024,81,429,16.61,Yes,Festival,Competitor Pricing,Stable,Regular
7082,29-12-2024,36,102,60.72,No,Holiday,Competitor Pricing,Stable,Premium
4534,10-12-2024,64,124,56.8,No,Holiday,Weather,Decreasing,Regular
4714,17-09-2024,31,103,83.53,No,Holiday,Competitor Pricing,Stable,Regular
9538,07-05-2024,52,35,29.11,No,Festival,None,Stable,Regular
1486,02-08-2024,2,400,61,No,Festival,None,Stable,Premium
1789,23-10-2024,86,228,91.66,Yes,None,Competitor Pricing,Stable,Budget
2612,10-02-2024,39,150,65.6,No,Holiday,Economic Indicator,Increasing,Regular
3371,26-07-2024,78,108,58.55,No,None,Weather,Increasing,Regular
9739,15-10-2024,46,485,7.31,No,Holiday,Weather,Stable,Regular
8530,03-10-2024,72,368,61.87,No,None,Competitor Pricing,Decreasing,Budget
8606,05-02-2024,10,452,82.4,Yes,Festival,None,Increasing,Regular
4619,24-03-2024,97,287,77.24,No,Holiday,Weather,Increasing,Budget
2527,16-03-2024,25,420,18.3,No,Festival,Competitor Pricing,Stable,Premium
7282,14-12-2024,37,45,52.07,No,None,Weather,Increasing,Regular
1096,16-03-2024,89,401,74.83,Yes,None,Economic Indicator,Increasing,Premium
1954,02-01-2024,27,481,28.69,Yes,Festival,Weather,Stable,Budget
5443,25-04-2024,71,334,46.6,No,Festival,None,Decreasing,Regular
6685,15-03-2024,83,206,30.89,Yes,None,Competitor Pricing,Increasing,Regular
4691,02-05-2024,49,3,83.15,Yes,Holiday,None,Stable,Regular
1879,16-03-2024,81,362,71.64,No,Holiday,Weather,Stable,Budget
9804,29-12-2024,66,124,24.03,No,None,Economic Indicator,Increasing,Premium
6256,27-11-2024,92,194,77.57,Yes,Holiday,Economic Indicator,Stable,Regular
3183,11-10-2024,53,484,41.6,Yes,Festival,Economic Indicator,Stable,Premium
2452,11-11-2024,20,75,94.23,No,Holiday,None,Stable,Budget
8463,01-01-2024,8,394,68.61,No,None,Weather,Decreasing,Regular
5546,27-12-2024,73,293,35.28,Yes,Holiday,Competitor Pricing,Decreasing,Regular
1533,04-04-2024,47,343,44.52,No,Festival,Economic Indicator,Increasing,Budget
6657,04-08-2024,38,268,75.6,No,Festival,Competitor Pricing,Increasing,Regular
1847,05-12-2024,81,45,98.99,Yes,Holiday,Weather,Increasing,Premium
2749,21-05-2024,25,434,73.29,No,Holiday,None,Stable,Regular
7683,01-06-2024,81,53,53.73,No,None,Weather,Stable,Premium
3003,23-11-2024,69,94,43.18,No,None,Weather,Stable,Budget
8921,27-03-2024,24,204,50.87,Yes,Holiday,Economic Indicator,Stable,Budget
9533,08-05-2024,51,299,73.76,Yes,Holiday,None,Increasing,Budget
3945,27-10-2024,63,195,24.94,Yes,Festival,None,Increasing,Budget
2131,18-10-2024,52,252,11.16,No,Festival,None,Stable,Budget
5860,08-12-2024,94,66,44.38,No,Festival,Weather,Decreasing,Premium
1701,19-10-2024,22,335,26.99,No,Festival,None,Decreasing,Regular
2259,09-07-2024,4,75,29.95,No,Festival,Competitor Pricing,Increasing,Premium
6089,17-04-2024,39,220,93.24,No,Holiday,None,Increasing,Premium
9718,22-06-2024,1,111,71.65,No,None,Weather,Decreasing,Budget
1719,23-07-2024,20,10,89.77,Yes,Festival,Competitor Pricing,Increasing,Regular
3187,30-04-2024,82,302,46.37,No,None,Competitor Pricing,Decreasing,Budget
6892,02-11-2024,52,51,9.22,No,None,Economic Indicator,Decreasing,Regular
5794,22-04-2024,97,66,98.56,Yes,Holiday,Weather,Decreasing,Premium
5670,11-06-2024,39,303,40.25,Yes,Holiday,Weather,Stable,Budget
5488,04-09-2024,36,287,22.68,Yes,Festival,Weather,Stable,Budget
8405,25-08-2024,40,257,93.87,No,None,Weather,Increasing,Budget
9467,13-10-2024,31,201,30.73,No,None,Weather,Decreasing,Budget
4633,20-08-2024,47,23,13.28,Yes,Festival,Competitor Pricing,Increasing,Regular
6260,19-07-2024,85,452,99.57,No,Holiday,Weather,Stable,Regular
3101,28-10-2024,4,378,42.08,No,Holiday,Competitor Pricing,Increasing,Regular
9934,05-10-2024,95,484,32.93,No,Holiday,Weather,Increasing,Premium
6168,15-08-2024,16,141,13.64,Yes,Holiday,None,Decreasing,Budget
9104,01-09-2024,8,66,38.12,No,None,None,Increasing,Budget
5934,25-03-2024,16,39,23.34,No,Holiday,Economic Indicator,Increasing,Premium
2773,17-11-2024,31,430,20.76,No,Holiday,Weather,Stable,Regular
7224,22-10-2024,27,487,79.91,No,None,Competitor Pricing,Decreasing,Budget
5052,23-06-2024,55,323,93.79,No,Holiday,Competitor Pricing,Decreasing,Regular
8803,02-02-2024,22,489,51.07,Yes,None,Weather,Stable,Regular
1839,22-04-2024,90,1,9.9,Yes,Festival,None,Decreasing,Premium
4002,23-02-2024,87,126,95.56,Yes,None,Weather,Stable,Premium
9349,24-12-2024,49,426,50.31,No,None,Economic Indicator,Decreasing,Budget
7102,23-07-2024,3,303,47.63,Yes,None,Economic Indicator,Increasing,Premium
2081,24-02-2024,76,287,89.22,Yes,Festival,Competitor Pricing,Decreasing,Premium
2644,21-08-2024,19,198,29.84,No,Festival,Weather,Decreasing,Premium
9303,16-07-2024,29,176,47.22,No,None,Competitor Pricing,Stable,Budget
9104,13-08-2024,2,93,67.18,Yes,None,Weather,Stable,Budget
2179,14-08-2024,2,455,95,No,Festival,None,Stable,Regular
5229,24-09-2024,84,228,36.53,No,Festival,Competitor Pricing,Stable,Regular
1745,10-12-2024,62,189,76.85,No,Festival,Economic Indicator,Stable,Budget
4513,07-05-2024,50,407,69.69,No,Festival,Weather,Decreasing,Budget
3560,10-08-2024,90,265,50.6,Yes,Festival,Competitor Pricing,Decreasing,Premium
5380,06-12-2024,85,126,15.07,Yes,None,Weather,Decreasing,Premium
9745,09-11-2024,16,299,6.36,Yes,Festival,Competitor Pricing,Increasing,Budget
8493,01-04-2024,66,192,39.48,Yes,Festival,Economic Indicator,Increasing,Regular
4301,05-03-2024,24,79,42.03,No,Holiday,None,Increasing,Budget
7895,12-02-2024,24,316,21.12,Yes,None,Competitor Pricing,Stable,Budget
8985,18-11-2024,97,19,10.48,No,None,Weather,Stable,Regular
7587,12-07-2024,47,404,53.54,Yes,Holiday,Weather,Decreasing,Premium
6953,26-12-2024,49,435,28.21,Yes,None,None,Stable,Premium
9969,06-01-2024,69,360,38.19,No,Holiday,Competitor Pricing,Decreasing,Regular
3352,25-02-2024,96,368,72.69,Yes,None,None,Decreasing,Budget
7875,08-03-2024,38,485,11.85,Yes,Holiday,Competitor Pricing,Stable,Budget
7812,30-03-2024,39,454,99.94,Yes,Festival,Competitor Pricing,Increasing,Budget
4069,11-07-2024,25,343,39.06,Yes,Festival,Weather,Increasing,Regular
9377,06-07-2024,82,398,57.98,No,Festival,Competitor Pricing,Decreasing,Premium
2504,12-01-2024,95,158,43.75,No,None,None,Stable,Premium
7957,21-08-2024,44,29,5.57,Yes,None,Weather,Decreasing,Budget
8943,19-08-2024,50,178,86.95,Yes,None,Weather,Decreasing,Budget
2641,15-03-2024,88,493,38.06,Yes,Holiday,None,Increasing,Regular
7666,25-08-2024,18,375,32.67,No,None,Competitor Pricing,Increasing,Budget
7309,14-11-2024,42,419,75.08,Yes,Holiday,Weather,Stable,Regular
1898,08-07-2024,63,203,68.35,No,Festival,Economic Indicator,Stable,Premium
1040,16-02-2024,52,163,26.04,No,Festival,None,Decreasing,Premium
9317,18-06-2024,20,69,47.78,No,Holiday,Weather,Decreasing,Budget
7060,29-05-2024,24,203,11.58,Yes,Festival,None,Decreasing,Budget
4115,20-08-2024,77,93,22.79,Yes,Festival,None,Increasing,Budget
3672,19-07-2024,13,123,6.3,No,Holiday,None,Stable,Premium
7223,12-11-2024,68,495,36.6,No,Holiday,Economic Indicator,Decreasing,Regular
5412,24-09-2024,74,37,23.34,Yes,Festival,Competitor Pricing,Increasing,Regular
6820,26-01-2024,68,293,30.18,Yes,None,Economic Indicator,Stable,Budget
2528,08-02-2024,28,150,57.94,Yes,Holiday,Weather,Decreasing,Regular
6291,09-07-2024,21,300,15.27,No,Holiday,None,Increasing,Budget
3851,25-11-2024,26,369,42.27,No,Holiday,Economic Indicator,Stable,Budget
9769,29-01-2024,87,235,87.42,No,Holiday,None,Decreasing,Premium
8284,10-03-2024,98,155,34.43,No,Festival,Competitor Pricing,Stable,Regular
1235,20-10-2024,44,218,58.46,No,Festival,Competitor Pricing,Decreasing,Budget
9780,21-12-2024,79,301,24.99,Yes,Holiday,Economic Indicator,Decreasing,Budget
6431,29-04-2024,39,463,32.45,No,None,None,Increasing,Budget
1215,02-08-2024,52,188,84.82,Yes,Festival,Competitor Pricing,Increasing,Premium
3668,12-08-2024,9,465,36.8,No,Festival,Competitor Pricing,Increasing,Budget
2259,26-01-2024,1,357,21.66,Yes,None,Economic Indicator,Decreasing,Budget
7109,04-12-2024,5,401,93.48,Yes,None,Weather,Stable,Regular
5877,05-06-2024,70,479,55.2,Yes,Festival,Weather,Increasing,Regular
7279,04-10-2024,4,181,33.09,Yes,None,Competitor Pricing,Stable,Budget
7711,03-09-2024,35,499,46.38,Yes,Holiday,None,Stable,Regular
8958,30-08-2024,79,133,97.7,Yes,Festival,Competitor Pricing,Stable,Budget
2973,06-08-2024,2,250,8.96,Yes,Holiday,Competitor Pricing,Decreasing,Budget
9168,26-05-2024,90,385,95.31,No,None,Competitor Pricing,Stable,Premium
2850,19-01-2024,62,461,82.54,No,Holiday,Economic Indicator,Stable,Regular
9558,26-01-2024,24,486,50.19,No,None,Weather,Stable,Budget
4244,20-03-2024,95,491,86.14,No,None,Competitor Pricing,Decreasing,Premium
9509,02-07-2024,76,374,66.98,No,Holiday,Competitor Pricing,Decreasing,Budget
7049,24-06-2024,12,432,25.7,No,None,Competitor Pricing,Increasing,Premium
6203,01-09-2024,46,12,36.96,No,Holiday,Economic Indicator,Increasing,Premium
2240,02-02-2024,48,386,83.13,No,Holiday,None,Decreasing,Premium
6702,12-11-2024,56,367,64.78,No,Holiday,Economic Indicator,Decreasing,Premium
4258,24-10-2024,48,482,99.25,No,None,None,Increasing,Premium
2098,02-08-2024,57,351,39.78,No,Holiday,Competitor Pricing,Decreasing,Budget
5844,20-09-2024,51,272,23.4,No,Festival,Economic Indicator,Stable,Premium
7146,15-07-2024,85,83,71.11,Yes,None,Competitor Pricing,Increasing,Premium
3339,17-01-2024,61,2,53.97,No,Holiday,Economic Indicator,Increasing,Budget
6318,06-09-2024,13,146,81.57,Yes,Holiday,Economic Indicator,Stable,Regular
7384,18-03-2024,78,55,26.43,No,None,Competitor Pricing,Stable,Budget
7548,11-06-2024,2,380,12.38,Yes,Festival,Economic Indicator,Stable,Budget
1647,27-01-2024,48,340,47.77,No,None,None,Increasing,Budget
8731,21-05-2024,2,415,39.25,Yes,Holiday,None,Decreasing,Budget
7993,20-02-2024,65,259,46.85,Yes,Holiday,Competitor Pricing,Stable,Premium
9461,31-05-2024,1,169,94.84,Yes,Festival,Weather,Decreasing,Regular
4216,20-06-2024,86,292,79.94,No,Festival,Economic Indicator,Stable,Premium
5464,23-11-2024,1,382,7.88,Yes,None,Competitor Pricing,Increasing,Regular
1193,18-11-2024,15,371,21.56,No,None,Weather,Stable,Budget
6227,17-09-2024,63,347,85.23,No,Festival,None,Stable,Premium
8029,03-10-2024,31,406,62.79,Yes,Festival,Economic Indicator,Stable,Regular
8676,19-01-2024,29,124,83.05,Yes,None,None,Stable,Premium
2186,18-12-2024,27,169,12.29,Yes,Festival,None,Decreasing,Premium
8237,07-05-2024,67,234,30.29,No,Holiday,Competitor Pricing,Stable,Regular
3505,17-10-2024,69,129,80.68,Yes,None,Economic Indicator,Stable,Regular
7286,08-08-2024,40,272,43.09,No,None,None,Decreasing,Premium
7658,11-10-2024,66,85,18.42,No,None,None,Stable,Premium
5716,19-02-2024,1,195,68.24,No,Holiday,Competitor Pricing,Stable,Regular
3105,29-04-2024,73,368,11.09,Yes,None,Competitor Pricing,Increasing,Premium
7679,22-12-2024,92,328,60.64,No,Holiday,Competitor Pricing,Increasing,Premium
9230,18-09-2024,94,373,18.69,Yes,Festival,Competitor Pricing,Increasing,Regular
9527,02-10-2024,88,161,91.39,No,Festival,Economic Indicator,Stable,Budget
8584,18-01-2024,83,335,61.1,Yes,None,Competitor Pricing,Stable,Regular
6417,02-09-2024,75,354,30.53,No,None,None,Decreasing,Budget
7060,20-12-2024,13,100,72.85,Yes,Holiday,None,Increasing,Premium
3269,29-08-2024,25,291,46.9,No,None,None,Increasing,Regular
7626,20-06-2024,24,210,80.64,Yes,Festival,Competitor Pricing,Increasing,Regular
7529,04-07-2024,68,135,41.82,No,Holiday,Competitor Pricing,Decreasing,Budget
4472,15-11-2024,53,277,80.91,No,Festival,None,Stable,Premium
5724,14-03-2024,90,201,61.56,Yes,Holiday,Competitor Pricing,Increasing,Budget
7232,30-07-2024,13,407,63.67,No,None,Weather,Increasing,Premium
8029,03-10-2024,15,371,91.29,Yes,Festival,Economic Indicator,Increasing,Budget
5749,05-11-2024,60,165,22.2,No,None,Competitor Pricing,Stable,Budget
1848,10-02-2024,84,330,42.55,Yes,Festival,None,Stable,Regular
1631,21-01-2024,15,242,77.56,Yes,None,None,Decreasing,Premium
4633,15-03-2024,96,295,77.53,Yes,Festival,Competitor Pricing,Stable,Budget
4625,23-03-2024,93,119,61.09,Yes,Festival,None,Decreasing,Budget
5959,07-07-2024,86,323,36.96,No,Holiday,Competitor Pricing,Decreasing,Regular
4460,06-05-2024,49,431,77.59,Yes,None,Economic Indicator,Stable,Regular
3781,29-07-2024,35,144,22.21,Yes,None,Weather,Decreasing,Budget
4280,06-12-2024,29,245,14.87,No,Holiday,Weather,Stable,Premium
6071,08-11-2024,47,27,40.32,Yes,None,None,Decreasing,Budget
5545,21-08-2024,25,465,96.24,Yes,Holiday,None,Stable,Premium
1760,26-02-2024,13,77,23.94,No,Holiday,Economic Indicator,Decreasing,Regular
5296,03-01-2024,47,12,92.65,Yes,Holiday,Weather,Stable,Regular
5089,20-01-2024,84,190,89.84,Yes,None,Weather,Increasing,Regular
2524,20-11-2024,9,124,13.09,Yes,Festival,None,Decreasing,Premium
6505,07-06-2024,41,200,23,Yes,Holiday,None,Increasing,Premium
8073,01-06-2024,43,167,28.21,Yes,Festival,None,Stable,Premium
5979,06-11-2024,38,371,26.72,Yes,None,Weather,Stable,Regular
6782,25-04-2024,11,279,9.21,No,None,Economic Indicator,Decreasing,Budget
2458,08-02-2024,42,230,85.44,No,Holiday,Weather,Stable,Premium
6772,30-11-2024,79,357,36.37,Yes,None,Competitor Pricing,Stable,Premium
4259,05-01-2024,36,166,31.67,Yes,Festival,Weather,Stable,Budget
7364,22-05-2024,23,212,95.89,Yes,None,Economic Indicator,Stable,Premium
5942,05-06-2024,88,306,78.19,Yes,Holiday,Competitor Pricing,Increasing,Budget
5031,16-02-2024,24,454,27.84,Yes,None,Weather,Stable,Budget
8514,07-10-2024,67,141,77.49,Yes,Festival,None,Increasing,Premium
5159,10-05-2024,22,447,50.44,No,Holiday,Weather,Stable,Regular
2657,02-10-2024,30,252,79.74,Yes,Holiday,None,Stable,Regular
4468,02-06-2024,56,122,14.59,No,Festival,Weather,Stable,Regular
